Date,Day,Month,Year,Max,Avg,Min,Round Temp,Temp Normalized
413/13/2007,13,4,2007,50,46.9,44,47,1.977202181
414/14/2007,14,4,2007,56,48.3,42,48,1.585935258
415/15/2007,15,4,2007,56,48,42,48,1.585935258
416/16/2007,16,4,2007,54,45.8,41,46,1.729399797
417/17/2007,17,4,2007,50,46.4,43,46,1.729399797
418/18/2007,18,4,2007,52,47.3,44,47,1.977202181
419/19/2007,19,4,2007,52,50,48,50,1.891123458
420/20/2007,20,4,2007,70,55.1,46,55,1.891123458
421/21/2007,21,4,2007,78,62.4,48,62,1.825912304
422/22/2007,22,4,2007,74,62.9,53,63,1.844171427
423/23/2007,23,4,2007,85,70.7,56,71,1.810261627
424/24/2007,24,4,2007,74,70.1,62,70,1.784177166
425/25/2007,25,4,2007,61,55.1,48,55,1.891123458
426/26/2007,26,4,2007,60,52.1,48,52,1.831129196
427/27/2007,27,4,2007,54,51.3,48,51,1.880689673
428/28/2007,28,4,2007,71,61.8,53,62,1.825912304
429/29/2007,29,4,2007,66,60,57,60,1.658971751
430/30/2007,30,4,2007,80,65.8,56,66,2.050238673
51/01/2007,1,5,2007,70,61.2,54,61,1.888515012
52/02/2007,2,5,2007,69,58.6,51,59,2.011111981
53/03/2007,3,5,2007,71,61,53,61,1.888515012
54/04/2007,4,5,2007,71,61.6,53,62,1.825912304
55/05/2007,5,5,2007,72,62,52,62,1.825912304
56/06/2007,6,5,2007,61,54.6,48,55,1.891123458
57/07/2007,7,5,2007,64,54.6,48,55,1.891123458
58/08/2007,8,5,2007,69,59.2,50,59,2.011111981
59/09/2007,9,5,2007,80,68.7,60,69,1.911991027
510/10/2007,10,5,2007,79,69.8,62,70,1.784177166
511/11/2007,11,5,2007,76,66.3,61,66,2.050238673
512/12/2007,12,5,2007,72,64.4,56,64,1.538983228
513/13/2007,13,5,2007,68,60.1,54,60,1.658971751
514/14/2007,14,5,2007,69,61.2,52,61,1.888515012
515/15/2007,15,5,2007,86,72.7,59,73,2.347601534
516/16/2007,16,5,2007,87,73.6,65,74,2.63453061
517/17/2007,17,5,2007,68,61.8,56,62,1.825912304
518/18/2007,18,5,2007,55,52.1,50,52,1.831129196
519/19/2007,19,5,2007,57,54.6,52,55,1.891123458
520/20/2007,20,5,2007,77,64.4,55,64,1.538983228
521/21/2007,21,5,2007,72,63.3,56,63,1.844171427
522/22/2007,22,5,2007,72,62.3,55,62,1.825912304
523/23/2007,23,5,2007,74,64.8,58,65,1.857213658
524/24/2007,24,5,2007,88,74,61,74,2.63453061
525/25/2007,25,5,2007,92,81.4,70,81,1.833737642
526/26/2007,26,5,2007,85,79.2,73,79,2.235438349
527/27/2007,27,5,2007,83,74.8,68,75,2.934501917
528/28/2007,28,5,2007,86,78.2,72,78,2.154576519
529/29/2007,29,5,2007,80,71.7,63,72,2.355426872
530/30/2007,30,5,2007,83,74,62,74,2.63453061
531/31/2007,31,5,2007,89,77.3,68,77,2.864073871
61/01/2007,1,6,2007,91,77.8,64,78,2.154576519
62/02/2007,2,6,2007,89,80.8,73,81,1.833737642
63/03/2007,3,6,2007,81,71.7,64,72,2.355426872
64/04/2007,4,6,2007,71,65.3,61,65,1.857213658
65/05/2007,5,6,2007,85,76.5,68,77,2.864073871
66/06/2007,6,6,2007,72,65.6,59,66,2.050238673
67/07/2007,7,6,2007,75,66.7,58,67,1.96415995
68/08/2007,8,6,2007,85,73.7,66,74,2.63453061
69/09/2007,9,6,2007,80,69.7,64,70,1.784177166
610/10/2007,10,6,2007,72,67.4,64,67,1.96415995
611/11/2007,11,6,2007,84,73.9,67,74,2.63453061
612/12/2007,12,6,2007,83,74.8,69,75,2.934501917
613/13/2007,13,6,2007,70,65.6,59,66,2.050238673
614/14/2007,14,6,2007,66,62.4,58,62,1.825912304
615/15/2007,15,6,2007,72,65.6,62,66,2.050238673
616/16/2007,16,6,2007,81,71.8,64,72,2.355426872
617/17/2007,17,6,2007,90,80.4,69,80,1.737225135
618/18/2007,18,6,2007,83,76.6,70,77,2.864073871
619/19/2007,19,6,2007,82,75.7,69,76,2.864073871
620/20/2007,20,6,2007,80,74.8,71,75,2.934501917
621/21/2007,21,6,2007,84,72.4,65,72,2.355426872
622/22/2007,22,6,2007,75,70.3,65,70,1.784177166
623/23/2007,23,6,2007,76,68.9,61,69,1.911991027
624/24/2007,24,6,2007,83,73.3,63,73,2.347601534
625/25/2007,25,6,2007,82,77,72,77,2.864073871
626/26/2007,26,6,2007,94,84,75,84,1.077288259
627/27/2007,27,6,2007,94,84.1,74,84,1.077288259
628/28/2007,28,6,2007,91,80.3,73,80,1.737225135
629/29/2007,29,6,2007,79,73.6,70,74,2.63453061
630/30/2007,30,6,2007,82,75.2,68,75,2.934501917
71/01/2007,1,7,2007,75,69.5,65,70,1.784177166
72/02/2007,2,7,2007,75,68.9,61,69,1.911991027
73/03/2007,3,7,2007,81,73,65,73,2.347601534
74/04/2007,4,7,2007,72,70.9,68,71,1.810261627
75/05/2007,5,7,2007,81,75.4,69,75,2.934501917
76/06/2007,6,7,2007,87,77.6,70,78,2.154576519
77/07/2007,7,7,2007,87,80.5,72,81,1.833737642
78/08/2007,8,7,2007,92,85.8,77,86,0.56864126
79/09/2007,9,7,2007,96,84.9,72,85,0.581683491
710/10/2007,10,7,2007,93,85.4,75,85,0.581683491
711/11/2007,11,7,2007,87,79,75,79,2.235438349
712/12/2007,12,7,2007,84,76.5,70,77,2.864073871
713/13/2007,13,7,2007,84,80.2,75,80,1.737225135
714/14/2007,14,7,2007,85,77.9,70,78,2.154576519
715/15/2007,15,7,2007,90,82.4,75,82,1.301614628
716/16/2007,16,7,2007,83,77.1,72,77,2.864073871
717/17/2007,17,7,2007,87,79,71,79,2.235438349
718/18/2007,18,7,2007,79,74.8,72,75,2.934501917
719/19/2007,19,7,2007,88,79.7,72,80,1.737225135
720/20/2007,20,7,2007,80,77.3,70,77,2.864073871
721/21/2007,21,7,2007,83,75.6,67,76,2.864073871
722/22/2007,22,7,2007,84,76.7,70,77,2.864073871
723/23/2007,23,7,2007,76,69.2,64,69,1.911991027
724/24/2007,24,7,2007,83,72,63,72,2.355426872
725/25/2007,25,7,2007,84,77.3,71,77,2.864073871
726/26/2007,26,7,2007,85,78.2,73,78,2.154576519
727/27/2007,27,7,2007,86,79.5,75,80,1.737225135
728/28/2007,28,7,2007,88,80.2,74,80,1.737225135
729/29/2007,29,7,2007,80,76.2,73,76,2.864073871
730/30/2007,30,7,2007,86,78.4,72,78,2.154576519
731/31/2007,31,7,2007,89,81.8,75,82,1.301614628
81/01/2007,1,8,2007,92,83.9,75,84,1.077288259
82/02/2007,2,8,2007,96,86.9,77,87,0.365182461
83/03/2007,3,8,2007,93,84.3,73,84,1.077288259
84/04/2007,4,8,2007,91,82.6,76,83,1.379868013
85/05/2007,5,8,2007,83,76.8,72,77,2.864073871
86/06/2007,6,8,2007,86,80.2,75,80,1.737225135
87/07/2007,7,8,2007,89,84.1,79,84,1.077288259
88/08/2007,8,8,2007,95,85.4,75,85,0.581683491
89/09/2007,9,8,2007,85,78.6,74,79,2.235438349
810/10/2007,10,8,2007,74,66.8,60,67,1.96415995
811/11/2007,11,8,2007,82,71,60,71,1.810261627
812/12/2007,12,8,2007,87,80.6,73,81,1.833737642
813/13/2007,13,8,2007,88,81.1,76,81,1.833737642
814/14/2007,14,8,2007,83,77.2,71,77,2.864073871
815/15/2007,15,8,2007,89,81,72,81,1.833737642
816/16/2007,16,8,2007,86,82.2,77,82,1.301614628
817/17/2007,17,8,2007,86,77.1,69,77,2.864073871
818/18/2007,18,8,2007,76,69.6,62,70,1.784177166
819/19/2007,19,8,2007,73,68.6,63,69,1.911991027
820/20/2007,20,8,2007,72,68,63,68,1.885906565
821/21/2007,21,8,2007,62,60.2,57,60,1.658971751
822/22/2007,22,8,2007,68,64.1,58,64,1.538983228
823/23/2007,23,8,2007,79,68.9,63,69,1.911991027
824/24/2007,24,8,2007,86,75.3,66,75,2.934501917
825/25/2007,25,8,2007,89,80.4,75,80,1.737225135
826/26/2007,26,8,2007,85,80.4,75,80,1.737225135
827/27/2007,27,8,2007,83,76.2,71,76,2.864073871
828/28/2007,28,8,2007,83,76.2,72,76,2.864073871
829/29/2007,29,8,2007,86,77.8,72,78,2.154576519
830/30/2007,30,8,2007,86,78.7,73,79,2.235438349
831/31/2007,31,8,2007,80,76,72,76,2.864073871
91/01/2007,1,9,2007,79,72.9,66,73,2.347601534
92/02/2007,2,9,2007,79,70.8,64,71,1.810261627
93/03/2007,3,9,2007,86,77.2,68,77,2.864073871
94/04/2007,4,9,2007,84,79,74,79,2.235438349
95/05/2007,5,9,2007,79,73.2,69,73,2.347601534
96/06/2007,6,9,2007,81,75.5,70,76,2.864073871
97/07/2007,7,9,2007,86,79.2,73,79,2.235438349
98/08/2007,8,9,2007,88,80.6,74,81,1.833737642
99/09/2007,9,9,2007,85,78.8,74,79,2.235438349
910/10/2007,10,9,2007,78,75.7,74,76,2.864073871
911/11/2007,11,9,2007,77,74.8,73,75,2.934501917
912/12/2007,12,9,2007,76,71.3,67,71,1.810261627
913/13/2007,13,9,2007,76,70,65,70,1.784177166
914/14/2007,14,9,2007,76,71.8,68,72,2.355426872
915/15/2007,15,9,2007,72,66.1,60,66,2.050238673
916/16/2007,16,9,2007,68,61,55,61,1.888515012
917/17/2007,17,9,2007,69,62.7,56,63,1.844171427
918/18/2007,18,9,2007,71,64,57,64,1.538983228
919/19/2007,19,9,2007,75,66.4,59,66,2.050238673
920/20/2007,20,9,2007,83,72.7,64,73,2.347601534
921/21/2007,21,9,2007,84,74.5,68,75,2.934501917
922/22/2007,22,9,2007,75,71.4,68,71,1.810261627
923/23/2007,23,9,2007,81,73.9,68,74,2.63453061
924/24/2007,24,9,2007,80,72,66,72,2.355426872
925/25/2007,25,9,2007,87,77.2,67,77,2.864073871
926/26/2007,26,9,2007,87,79,72,79,2.235438349
927/27/2007,27,9,2007,83,76.5,73,77,2.864073871
928/28/2007,28,9,2007,77,72.9,65,73,2.347601534
929/29/2007,29,9,2007,76,68.5,62,69,1.911991027
930/30/2007,30,9,2007,73,66.5,61,67,1.96415995
101/01/2007,1,10,2007,71,65.8,62,66,2.050238673
102/02/2007,2,10,2007,74,68.3,60,68,1.885906565
103/03/2007,3,10,2007,79,69.9,66,70,1.784177166
104/04/2007,4,10,2007,85,74.3,69,74,2.63453061
105/05/2007,5,10,2007,83,71.7,66,72,2.355426872
106/06/2007,6,10,2007,84,76.2,68,76,2.864073871
107/07/2007,7,10,2007,81,74.6,67,75,2.934501917
108/08/2007,8,10,2007,88,78.1,67,78,2.154576519
109/09/2007,9,10,2007,83,69.5,61,70,1.784177166
1010/10/2007,10,10,2007,72,66.2,62,66,2.050238673
1011/11/2007,11,10,2007,68,64.5,61,65,1.857213658
1012/12/2007,12,10,2007,61,56.9,52,57,1.505073428
1013/13/2007,13,10,2007,62,55.8,49,56,1.831129196
1014/14/2007,14,10,2007,65,58.2,53,58,1.961551504
1015/15/2007,15,10,2007,68,60.6,54,61,1.888515012
1016/16/2007,16,10,2007,70,63.2,58,63,1.844171427
1017/17/2007,17,10,2007,73,66.6,61,67,1.96415995
1018/18/2007,18,10,2007,77,70.1,64,70,1.784177166
1019/19/2007,19,10,2007,74,71.2,69,71,1.810261627
1020/20/2007,20,10,2007,72,67.7,65,68,1.885906565
1021/21/2007,21,10,2007,76,67.9,60,68,1.885906565
1022/22/2007,22,10,2007,76,68.5,62,69,1.911991027
1023/23/2007,23,10,2007,80,72.5,67,73,2.347601534
1024/24/2007,24,10,2007,70,62.5,55,63,1.844171427
1025/25/2007,25,10,2007,58,55.6,53,56,1.831129196
1026/26/2007,26,10,2007,61,57.3,53,57,1.505073428
1027/27/2007,27,10,2007,70,65.6,59,66,2.050238673
1028/28/2007,28,10,2007,60,54.5,48,55,1.891123458
1029/29/2007,29,10,2007,54,49,43,49,1.669405535
1030/30/2007,30,10,2007,64,55.6,49,56,1.831129196
1031/31/2007,31,10,2007,64,57.8,51,58,1.961551504
111/01/2007,1,11,2007,66,58.9,53,59,2.011111981
112/02/2007,2,11,2007,55,51.2,46,51,1.880689673
113/03/2007,3,11,2007,53,49.3,47,49,1.669405535
114/04/2007,4,11,2007,56,52.8,49,53,1.789394058
115/05/2007,5,11,2007,58,53.9,48,54,1.742442027
116/06/2007,6,11,2007,57,51.2,45,51,1.880689673
117/07/2007,7,11,2007,50,45.9,42,46,1.729399797
118/08/2007,8,11,2007,47,43,39,43,1.893731904
119/09/2007,9,11,2007,47,44.3,41,44,2.068497796
1110/10/2007,10,11,2007,47,42.4,39,42,1.434645382
1111/11/2007,11,11,2007,48,40.8,34,41,1.640712627
1112/12/2007,12,11,2007,52,47.5,40,48,1.585935258
1113/13/2007,13,11,2007,60,54.3,50,54,1.742442027
1114/14/2007,14,11,2007,61,54.8,45,55,1.891123458
1115/15/2007,15,11,2007,60,51.4,45,51,1.880689673
1116/16/2007,16,11,2007,47,44.1,40,44,2.068497796
1117/17/2007,17,11,2007,47,42.9,39,43,1.893731904
1118/18/2007,18,11,2007,46,43.3,41,43,1.893731904
1119/19/2007,19,11,2007,46,43,40,43,1.893731904
1120/20/2007,20,11,2007,50,45.8,40,46,1.729399797
1121/21/2007,21,11,2007,57,51.9,45,52,1.831129196
1122/22/2007,22,11,2007,66,56.2,42,56,1.831129196
1123/23/2007,23,11,2007,41,37.8,32,38,1.411169366
1124/24/2007,24,11,2007,40,34.4,28,34,1.064246029
1125/25/2007,25,11,2007,49,43.7,37,44,2.068497796
1126/26/2007,26,11,2007,63,49.1,41,49,1.669405535
1127/27/2007,27,11,2007,65,54.4,46,54,1.742442027
1128/28/2007,28,11,2007,46,42.5,38,43,1.893731904
1129/29/2007,29,11,2007,52,47,43,47,1.977202181
1130/30/2007,30,11,2007,42,39.7,37,40,1.606802828
121/01/2007,1,12,2007,41,33.8,26,34,1.064246029
122/02/2007,2,12,2007,38,27.7,21,28,0.344314892
123/03/2007,3,12,2007,49,42.8,34,43,1.893731904
124/04/2007,4,12,2007,35,32.8,30,33,0.850353444
125/05/2007,5,12,2007,33,30.7,29,31,0.646894645
126/06/2007,6,12,2007,37,29.6,23,30,0.506038553
127/07/2007,7,12,2007,36,33,30,33,0.850353444
128/08/2007,8,12,2007,45,39.8,35,40,1.606802828
129/09/2007,9,12,2007,41,38,36,38,1.411169366
1210/10/2007,10,12,2007,43,39.8,37,40,1.606802828
1211/11/2007,11,12,2007,46,40,36,40,1.606802828
1212/12/2007,12,12,2007,54,46.9,37,47,1.977202181
1213/13/2007,13,12,2007,37,33.4,30,33,0.850353444
1214/14/2007,14,12,2007,44,38.7,33,39,1.351175105
1215/15/2007,15,12,2007,36,32.3,31,32,0.626027076
1216/16/2007,16,12,2007,39,35,30,35,1.152933198
1217/17/2007,17,12,2007,35,31.3,27,31,0.646894645
1218/18/2007,18,12,2007,38,34.6,31,35,1.152933198
1219/19/2007,19,12,2007,45,39.2,35,39,1.351175105
1220/20/2007,20,12,2007,45,40.7,38,41,1.640712627
1221/21/2007,21,12,2007,42,38,36,38,1.411169366
1222/22/2007,22,12,2007,42,38.4,36,38,1.411169366
1223/23/2007,23,12,2007,61,50.4,41,50,1.891123458
1224/24/2007,24,12,2007,48,43.5,39,44,2.068497796
1225/25/2007,25,12,2007,44,40.2,38,40,1.606802828
1226/26/2007,26,12,2007,41,37.4,35,37,1.207710567
1227/27/2007,27,12,2007,45,39.5,37,40,1.606802828
1228/28/2007,28,12,2007,49,45.6,43,46,1.729399797
1229/29/2007,29,12,2007,54,49,43,49,1.669405535
1230/30/2007,30,12,2007,43,39.5,37,40,1.606802828
1231/31/2007,31,12,2007,45,40.1,36,40,1.606802828
11/01/2008,1,1,2008,49,42.6,35,43,1.893731904
12/02/2008,2,1,2008,38,30.1,19,30,0.506038553
13/03/2008,3,1,2008,22,18.7,15,19,0.039126692
14/04/2008,4,1,2008,37,29.9,19,30,0.506038553
15/05/2008,5,1,2008,43,38.3,33,38,1.411169366
16/06/2008,6,1,2008,47,42.3,37,42,1.434645382
17/07/2008,7,1,2008,61,52.7,43,53,1.789394058
18/08/2008,8,1,2008,64,56.4,52,56,1.831129196
19/09/2008,9,1,2008,65,53.3,50,53,1.789394058
110/10/2008,10,1,2008,51,46.5,42,47,1.977202181
111/11/2008,11,1,2008,55,48.3,41,48,1.585935258
112/12/2008,12,1,2008,48,45.6,41,46,1.729399797
113/13/2008,13,1,2008,46,41.4,38,41,1.640712627
114/14/2008,14,1,2008,39,37.1,34,37,1.207710567
115/15/2008,15,1,2008,39,36.6,34,37,1.207710567
116/16/2008,16,1,2008,40,34.6,31,35,1.152933198
117/17/2008,17,1,2008,41,35.2,30,35,1.152933198
118/18/2008,18,1,2008,49,42.1,37,42,1.434645382
119/19/2008,19,1,2008,37,35.8,34,36,0.774708506
120/20/2008,20,1,2008,35,25.4,19,25,0.172157446
121/21/2008,21,1,2008,27,22.2,17,22,0.106946292
122/22/2008,22,1,2008,40,34,25,34,1.064246029
123/23/2008,23,1,2008,41,36.8,32,37,1.207710567
124/24/2008,24,1,2008,35,30.9,27,31,0.646894645
125/25/2008,25,1,2008,34,28.3,23,28,0.344314892
126/26/2008,26,1,2008,34,30.3,27,30,0.506038553
127/27/2008,27,1,2008,38,34.4,31,34,1.064246029
128/28/2008,28,1,2008,42,35.6,29,36,0.774708506
129/29/2008,29,1,2008,43,38.5,33,39,1.351175105
130/30/2008,30,1,2008,50,42.4,34,42,1.434645382
131/31/2008,31,1,2008,39,34.1,30,34,1.064246029
21/01/2008,1,2,2008,55,40.9,33,41,1.640712627
22/02/2008,2,2,2008,44,41,36,41,1.640712627
23/03/2008,3,2,2008,50,41.9,35,42,1.434645382
24/04/2008,4,2,2008,41,37.5,34,38,1.411169366
25/05/2008,5,2,2008,52,47.3,37,47,1.977202181
26/06/2008,6,2,2008,68,50.2,39,50,1.891123458
27/07/2008,7,2,2008,49,43.5,39,44,2.068497796
28/08/2008,8,2,2008,46,39.6,36,40,1.606802828
29/09/2008,9,2,2008,45,40.9,37,41,1.640712627
210/10/2008,10,2,2008,44,34.1,17,34,1.064246029
211/11/2008,11,2,2008,25,18.5,12,19,0.039126692
212/12/2008,12,2,2008,31,24.6,19,25,0.172157446
213/13/2008,13,2,2008,54,43.7,32,44,2.068497796
214/14/2008,14,2,2008,41,35.6,30,36,0.774708506
215/15/2008,15,2,2008,48,39.4,32,39,1.351175105
216/16/2008,16,2,2008,34,30.2,25,30,0.506038553
217/17/2008,17,2,2008,53,40.4,31,40,1.606802828
218/18/2008,18,2,2008,64,53.8,42,54,1.742442027
219/19/2008,19,2,2008,41,38.3,29,38,1.411169366
220/20/2008,20,2,2008,33,29.3,25,29,0.31823043
221/21/2008,21,2,2008,34,28.5,22,29,0.31823043
222/22/2008,22,2,2008,36,31,27,31,0.646894645
223/23/2008,23,2,2008,36,33,30,33,0.850353444
224/24/2008,24,2,2008,40,33.2,27,33,0.850353444
225/25/2008,25,2,2008,49,40.9,33,41,1.640712627
226/26/2008,26,2,2008,48,44.1,39,44,2.068497796
227/27/2008,27,2,2008,46,36.2,24,36,0.774708506
228/28/2008,28,2,2008,29,23.5,20,24,0.151289877
229/29/2008,29,2,2008,36,28.9,19,29,0.31823043
31/01/2008,1,3,2008,45,39.6,34,40,1.606802828
32/02/2008,2,3,2008,43,36.7,30,37,1.207710567
33/03/2008,3,3,2008,52,45.2,37,45,1.836346089
34/04/2008,4,3,2008,62,50.5,43,51,1.880689673
35/05/2008,5,3,2008,57,49.4,40,49,1.669405535
36/06/2008,6,3,2008,49,40.9,36,41,1.640712627
37/07/2008,7,3,2008,44,39.2,36,39,1.351175105
38/08/2008,8,3,2008,57,47.4,38,47,1.977202181
39/09/2008,9,3,2008,43,36.7,31,37,1.207710567
310/10/2008,10,3,2008,46,36.9,29,37,1.207710567
311/11/2008,11,3,2008,47,40.7,36,41,1.640712627
312/12/2008,12,3,2008,47,42.9,37,43,1.893731904
313/13/2008,13,3,2008,44,39.4,33,39,1.351175105
314/14/2008,14,3,2008,52,43.9,39,44,2.068497796
315/15/2008,15,3,2008,53,45.7,42,46,1.729399797
316/16/2008,16,3,2008,47,42.1,38,42,1.434645382
317/17/2008,17,3,2008,48,39.5,32,40,1.606802828
318/18/2008,18,3,2008,43,40,36,40,1.606802828
319/19/2008,19,3,2008,51,44.4,42,44,2.068497796
320/20/2008,20,3,2008,57,46.4,38,46,1.729399797
321/21/2008,21,3,2008,46,40,35,40,1.606802828
322/22/2008,22,3,2008,49,41.5,35,42,1.434645382
323/23/2008,23,3,2008,47,39.4,32,39,1.351175105
324/24/2008,24,3,2008,47,40.6,33,41,1.640712627
325/25/2008,25,3,2008,45,39.2,32,39,1.351175105
326/26/2008,26,3,2008,60,52.4,43,52,1.831129196
327/27/2008,27,3,2008,50,47.1,45,47,1.977202181
328/28/2008,28,3,2008,49,44.3,42,44,2.068497796
329/29/2008,29,3,2008,47,39.8,35,40,1.606802828
330/30/2008,30,3,2008,46,36.9,28,37,1.207710567
331/31/2008,31,3,2008,57,47,39,47,1.977202181
41/01/2008,1,4,2008,64,58.5,55,59,2.011111981
42/02/2008,2,4,2008,56,45.5,39,46,1.729399797
43/03/2008,3,4,2008,48,42.5,36,43,1.893731904
44/04/2008,4,4,2008,54,46.9,42,47,1.977202181
45/05/2008,5,4,2008,59,53.6,50,54,1.742442027
46/06/2008,6,4,2008,49,46.7,43,47,1.977202181
47/07/2008,7,4,2008,50,44.6,41,45,1.836346089
48/08/2008,8,4,2008,53,46.7,42,47,1.977202181
49/09/2008,9,4,2008,55,47,39,47,1.977202181
410/10/2008,10,4,2008,73,59,48,59,2.011111981
411/11/2008,11,4,2008,59,52.3,46,52,1.831129196
412/12/2008,12,4,2008,73,58.1,46,58,1.961551504
413/13/2008,13,4,2008,55,51.6,44,52,1.831129196
414/14/2008,14,4,2008,56,48.1,41,48,1.585935258
415/15/2008,15,4,2008,59,50.9,43,51,1.880689673
416/16/2008,16,4,2008,65,54.4,46,54,1.742442027
417/17/2008,17,4,2008,70,57.5,46,58,1.961551504
418/18/2008,18,4,2008,80,64.2,51,64,1.538983228
419/19/2008,19,4,2008,72,59.9,51,60,1.658971751
420/20/2008,20,4,2008,55,51.1,48,51,1.880689673
421/21/2008,21,4,2008,57,51,47,51,1.880689673
422/22/2008,22,4,2008,68,53.7,48,54,1.742442027
423/23/2008,23,4,2008,75,65,53,65,1.857213658
424/24/2008,24,4,2008,77,69.2,63,69,1.911991027
425/25/2008,25,4,2008,68,61.8,55,62,1.825912304
426/26/2008,26,4,2008,62,57.5,52,58,1.961551504
427/27/2008,27,4,2008,54,51.4,49,51,1.880689673
428/28/2008,28,4,2008,59,53.4,48,53,1.789394058
429/29/2008,29,4,2008,57,52.6,48,53,1.789394058
430/30/2008,30,4,2008,56,50.4,45,50,1.891123458
51/01/2008,1,5,2008,58,52.3,45,52,1.831129196
52/02/2008,2,5,2008,54,52.5,50,53,1.789394058
53/03/2008,3,5,2008,55,50.3,48,50,1.891123458
54/04/2008,4,5,2008,71,57.3,48,57,1.505073428
55/05/2008,5,5,2008,70,58.8,52,59,2.011111981
56/06/2008,6,5,2008,75,64.9,52,65,1.857213658
57/07/2008,7,5,2008,72,65,58,65,1.857213658
58/08/2008,8,5,2008,74,69.2,64,69,1.911991027
59/09/2008,9,5,2008,65,52.8,50,53,1.789394058
510/10/2008,10,5,2008,66,59,50,59,2.011111981
511/11/2008,11,5,2008,61,55.1,50,55,1.891123458
512/12/2008,12,5,2008,56,51.9,49,52,1.831129196
513/13/2008,13,5,2008,69,59.2,52,59,2.011111981
514/14/2008,14,5,2008,71,60.1,54,60,1.658971751
515/15/2008,15,5,2008,72,62.3,55,62,1.825912304
516/16/2008,16,5,2008,61,54.6,51,55,1.891123458
517/17/2008,17,5,2008,74,62.2,50,62,1.825912304
518/18/2008,18,5,2008,66,59.9,57,60,1.658971751
519/19/2008,19,5,2008,60,55.6,51,56,1.831129196
520/20/2008,20,5,2008,56,52.5,50,53,1.789394058
521/21/2008,21,5,2008,69,57.6,50,58,1.961551504
522/22/2008,22,5,2008,60,54.9,50,55,1.891123458
523/23/2008,23,5,2008,68,60.6,52,61,1.888515012
524/24/2008,24,5,2008,70,63.8,56,64,1.538983228
525/25/2008,25,5,2008,76,66.5,58,67,1.96415995
526/26/2008,26,5,2008,75,68.9,61,69,1.911991027
527/27/2008,27,5,2008,83,71.8,64,72,2.355426872
528/28/2008,28,5,2008,68,60.1,54,60,1.658971751
529/29/2008,29,5,2008,78,66.6,55,67,1.96415995
530/30/2008,30,5,2008,81,70.7,62,71,1.810261627
531/31/2008,31,5,2008,77,71.1,63,71,1.810261627
61/01/2008,1,6,2008,83,75,69,75,2.934501917
62/02/2008,2,6,2008,80,70.8,61,71,1.810261627
63/03/2008,3,6,2008,84,74.3,66,74,2.63453061
64/04/2008,4,6,2008,70,64.2,59,64,1.538983228
65/05/2008,5,6,2008,72,66.7,62,67,1.96415995
66/06/2008,6,6,2008,72,64.3,59,64,1.538983228
67/07/2008,7,6,2008,96,76.9,61,77,2.864073871
68/08/2008,8,6,2008,95,85.2,80,85,0.581683491
69/09/2008,9,6,2008,99,89,77,89,0.234760153
610/10/2008,10,6,2008,98,86.3,73,86,0.56864126
611/11/2008,11,6,2008,86,78.8,72,79,2.235438349
612/12/2008,12,6,2008,85,78.1,72,78,2.154576519
613/13/2008,13,6,2008,81,73.3,65,73,2.347601534
614/14/2008,14,6,2008,90,77.2,70,77,2.864073871
615/15/2008,15,6,2008,82,72.5,66,73,2.347601534
616/16/2008,16,6,2008,77,70.1,64,70,1.784177166
617/17/2008,17,6,2008,76,70.5,66,71,1.810261627
618/18/2008,18,6,2008,73,65.7,61,66,2.050238673
619/19/2008,19,6,2008,76,67.7,60,68,1.885906565
620/20/2008,20,6,2008,78,72.3,66,72,2.355426872
621/21/2008,21,6,2008,84,72.3,64,72,2.355426872
622/22/2008,22,6,2008,79,74.2,71,74,2.63453061
623/23/2008,23,6,2008,82,75.2,71,75,2.934501917
624/24/2008,24,6,2008,79,74.4,70,74,2.63453061
625/25/2008,25,6,2008,84,76.6,68,77,2.864073871
626/26/2008,26,6,2008,83,78.3,75,78,2.154576519
627/27/2008,27,6,2008,84,80,77,80,1.737225135
628/28/2008,28,6,2008,89,79.5,71,80,1.737225135
629/29/2008,29,6,2008,90,79.4,75,79,2.235438349
630/30/2008,30,6,2008,84,77.6,73,78,2.154576519
71/01/2008,1,7,2008,85,78.2,72,78,2.154576519
72/02/2008,2,7,2008,87,78.3,70,78,2.154576519
73/03/2008,3,7,2008,92,80.8,73,81,1.833737642
74/04/2008,4,7,2008,79,74.6,72,75,2.934501917
75/05/2008,5,7,2008,74,71.3,69,71,1.810261627
76/06/2008,6,7,2008,78,72.7,69,73,2.347601534
77/07/2008,7,7,2008,84,76.9,71,77,2.864073871
78/08/2008,8,7,2008,90,82.7,76,83,1.379868013
79/09/2008,9,7,2008,86,80.7,75,81,1.833737642
710/10/2008,10,7,2008,86,79.3,73,79,2.235438349
711/11/2008,11,7,2008,87,77.6,69,78,2.154576519
712/12/2008,12,7,2008,85,78.3,73,78,2.154576519
713/13/2008,13,7,2008,84,78,72,78,2.154576519
714/14/2008,14,7,2008,83,76.1,70,76,2.864073871
715/15/2008,15,7,2008,88,80,73,80,1.737225135
