Date,Day,Month,Year,Max,Avg,Min,Round Temp,Temp Normalized
218/18/2009,18,2,2009,43,37.8,32,38,1.411169366
219/19/2009,19,2,2009,49,42.4,28,42,1.434645382
220/20/2009,20,2,2009,34,28.8,24,29,0.31823043
221/21/2009,21,2,2009,41,34.2,28,34,1.064246029
222/22/2009,22,2,2009,43,38.7,32,39,1.351175105
223/23/2009,23,2,2009,34,29.5,25,30,0.506038553
224/24/2009,24,2,2009,37,29.5,23,30,0.506038553
225/25/2009,25,2,2009,41,32.6,26,33,0.850353444
226/26/2009,26,2,2009,50,41.5,35,42,1.434645382
227/27/2009,27,2,2009,57,47.5,42,48,1.585935258
228/28/2009,28,2,2009,53,37.6,32,38,1.411169366
31/01/2009,1,3,2009,35,31.9,29,32,0.626027076
32/02/2009,2,3,2009,28,22.9,18,23,0.143464538
33/03/2009,3,3,2009,28,20.5,14,21,0.104337846
34/04/2009,4,3,2009,34,27.4,20,27,0.542556799
35/05/2009,5,3,2009,43,36.2,29,36,0.774708506
36/06/2009,6,3,2009,53,46.7,38,47,1.977202181
37/07/2009,7,3,2009,68,55.9,46,56,1.831129196
38/08/2009,8,3,2009,61,55.2,47,55,1.891123458
39/09/2009,9,3,2009,45,41.6,37,42,1.434645382
310/10/2009,10,3,2009,45,39.5,37,40,1.606802828
311/11/2009,11,3,2009,58,48.6,41,49,1.669405535
312/12/2009,12,3,2009,45,37.1,33,37,1.207710567
313/13/2009,13,3,2009,38,32.8,28,33,0.850353444
314/14/2009,14,3,2009,50,41.2,34,41,1.640712627
315/15/2009,15,3,2009,50,46.6,44,47,1.977202181
316/16/2009,16,3,2009,45,41.6,38,42,1.434645382
317/17/2009,17,3,2009,50,41,36,41,1.640712627
318/18/2009,18,3,2009,60,48.8,40,49,1.669405535
319/19/2009,19,3,2009,50,45.4,43,45,1.836346089
320/20/2009,20,3,2009,44,38.4,34,38,1.411169366
321/21/2009,21,3,2009,46,38.5,32,39,1.351175105
322/22/2009,22,3,2009,53,43.3,37,43,1.893731904
323/23/2009,23,3,2009,42,35.3,30,35,1.152933198
324/24/2009,24,3,2009,46,37.3,29,37,1.207710567
325/25/2009,25,3,2009,52,42.6,36,43,1.893731904
326/26/2009,26,3,2009,45,43.5,41,44,2.068497796
327/27/2009,27,3,2009,61,50.9,43,51,1.880689673
328/28/2009,28,3,2009,53,47,42,47,1.977202181
329/29/2009,29,3,2009,52,44.8,42,45,1.836346089
330/30/2009,30,3,2009,50,47.5,42,48,1.585935258
331/31/2009,31,3,2009,59,47.4,40,47,1.977202181
41/01/2009,1,4,2009,50,45.1,42,45,1.836346089
42/02/2009,2,4,2009,57,48.7,42,49,1.669405535
43/03/2009,3,4,2009,61,48.7,44,49,1.669405535
44/04/2009,4,4,2009,56,51,49,51,1.880689673
45/05/2009,5,4,2009,65,54.4,45,54,1.742442027
46/06/2009,6,4,2009,50,47,44,47,1.977202181
47/07/2009,7,4,2009,50,44.4,41,44,2.068497796
48/08/2009,8,4,2009,48,42.8,37,43,1.893731904
49/09/2009,9,4,2009,60,50.9,38,51,1.880689673
410/10/2009,10,4,2009,56,49.7,46,50,1.891123458
411/11/2009,11,4,2009,49,47.2,44,47,1.977202181
412/12/2009,12,4,2009,47,41.9,38,42,1.434645382
413/13/2009,13,4,2009,57,46.6,36,47,1.977202181
414/14/2009,14,4,2009,53,46.4,43,46,1.729399797
415/15/2009,15,4,2009,54,46.1,43,46,1.729399797
416/16/2009,16,4,2009,61,50.1,45,50,1.891123458
417/17/2009,17,4,2009,68,56.7,45,57,1.505073428
418/18/2009,18,4,2009,78,66.2,58,66,2.050238673
419/19/2009,19,4,2009,61,54.3,47,54,1.742442027
420/20/2009,20,4,2009,51,45.8,43,46,1.729399797
421/21/2009,21,4,2009,56,50.7,46,51,1.880689673
422/22/2009,22,4,2009,57,51.7,49,52,1.831129196
423/23/2009,23,4,2009,56,50.9,45,51,1.880689673
424/24/2009,24,4,2009,68,57.8,46,58,1.961551504
425/25/2009,25,4,2009,88,68.1,50,68,1.885906565
426/26/2009,26,4,2009,90,76.8,67,77,2.864073871
427/27/2009,27,4,2009,78,63.9,53,64,1.538983228
428/28/2009,28,4,2009,89,79.5,69,80,1.737225135
429/29/2009,29,4,2009,69,57.4,50,57,1.505073428
430/30/2009,30,4,2009,60,54.7,50,55,1.891123458
51/01/2009,1,5,2009,72,62.3,53,62,1.825912304
52/02/2009,2,5,2009,66,61.3,57,61,1.888515012
53/03/2009,3,5,2009,57,55,53,55,1.891123458
54/04/2009,4,5,2009,55,53.4,51,53,1.789394058
55/05/2009,5,5,2009,55,52.7,51,53,1.789394058
56/06/2009,6,5,2009,64,53.9,48,54,1.742442027
57/07/2009,7,5,2009,72,60.7,52,61,1.888515012
58/08/2009,8,5,2009,73,66.2,58,66,2.050238673
59/09/2009,9,5,2009,77,64.7,57,65,1.857213658
510/10/2009,10,5,2009,69,63.2,56,63,1.844171427
511/11/2009,11,5,2009,64,56.4,51,56,1.831129196
512/12/2009,12,5,2009,67,59.1,52,59,2.011111981
513/13/2009,13,5,2009,66,59,51,59,2.011111981
514/14/2009,14,5,2009,66,59.9,57,60,1.658971751
515/15/2009,15,5,2009,74,62.9,57,63,1.844171427
516/16/2009,16,5,2009,68,62,57,62,1.825912304
517/17/2009,17,5,2009,63,58.7,54,59,2.011111981
518/18/2009,18,5,2009,57,53.2,50,53,1.789394058
519/19/2009,19,5,2009,67,57.7,50,58,1.961551504
520/20/2009,20,5,2009,80,67.3,54,67,1.96415995
521/21/2009,21,5,2009,80,73,65,73,2.347601534
522/22/2009,22,5,2009,85,75.2,63,75,2.934501917
523/23/2009,23,5,2009,75,65,59,65,1.857213658
524/24/2009,24,5,2009,84,68.3,57,68,1.885906565
525/25/2009,25,5,2009,80,71.4,64,71,1.810261627
526/26/2009,26,5,2009,66,58.8,54,59,2.011111981
527/27/2009,27,5,2009,59,55.9,52,56,1.831129196
528/28/2009,28,5,2009,59,56.9,55,57,1.505073428
529/29/2009,29,5,2009,73,59.4,55,59,2.011111981
530/30/2009,30,5,2009,77,70.5,63,71,1.810261627
531/31/2009,31,5,2009,82,71.5,62,72,2.355426872
61/01/2009,1,6,2009,68,60.7,53,61,1.888515012
62/02/2009,2,6,2009,80,70.3,63,70,1.784177166
63/03/2009,3,6,2009,71,63.5,55,64,1.538983228
64/04/2009,4,6,2009,68,58.9,54,59,2.011111981
65/05/2009,5,6,2009,62,58.4,57,58,1.961551504
66/06/2009,6,6,2009,77,65.2,57,65,1.857213658
67/07/2009,7,6,2009,82,72.9,67,73,2.347601534
68/08/2009,8,6,2009,76,69.3,63,69,1.911991027
69/09/2009,9,6,2009,71,63.8,60,64,1.538983228
610/10/2009,10,6,2009,65,61.7,59,62,1.825912304
611/11/2009,11,6,2009,63,61.1,60,61,1.888515012
612/12/2009,12,6,2009,79,69.5,61,70,1.784177166
613/13/2009,13,6,2009,72,67.2,64,67,1.96415995
614/14/2009,14,6,2009,71,64.8,62,65,1.857213658
615/15/2009,15,6,2009,70,62.5,57,63,1.844171427
616/16/2009,16,6,2009,67,60.8,55,61,1.888515012
617/17/2009,17,6,2009,68,62.7,57,63,1.844171427
618/18/2009,18,6,2009,65,63.6,62,64,1.538983228
619/19/2009,19,6,2009,78,69,63,69,1.911991027
620/20/2009,20,6,2009,72,67,64,67,1.96415995
621/21/2009,21,6,2009,77,68.8,63,69,1.911991027
622/22/2009,22,6,2009,73,70,68,70,1.784177166
623/23/2009,23,6,2009,79,71.1,67,71,1.810261627
624/24/2009,24,6,2009,74,69.2,66,69,1.911991027
625/25/2009,25,6,2009,79,70.4,65,70,1.784177166
626/26/2009,26,6,2009,85,69.9,0,70,1.784177166
627/27/2009,27,6,2009,80,72.5,67,73,2.347601534
628/28/2009,28,6,2009,79,72.7,68,73,2.347601534
629/29/2009,29,6,2009,83,75.9,68,76,2.864073871
630/30/2009,30,6,2009,83,74,66,74,2.63453061
71/01/2009,1,7,2009,79,71.8,67,72,2.355426872
72/02/2009,2,7,2009,77,70.7,66,71,1.810261627
73/03/2009,3,7,2009,79,73.5,69,74,2.63453061
74/04/2009,4,7,2009,80,73.7,68,74,2.63453061
75/05/2009,5,7,2009,80,72.8,64,73,2.347601534
76/06/2009,6,7,2009,83,75.5,68,76,2.864073871
77/07/2009,7,7,2009,82,72.3,63,72,2.355426872
78/08/2009,8,7,2009,77,69,61,69,1.911991027
79/09/2009,9,7,2009,71,66.2,63,66,2.050238673
710/10/2009,10,7,2009,74,68.1,63,68,1.885906565
711/11/2009,11,7,2009,76,71.1,66,71,1.810261627
712/12/2009,12,7,2009,82,72.4,66,72,2.355426872
713/13/2009,13,7,2009,78,72.3,65,72,2.355426872
714/14/2009,14,7,2009,80,73.2,66,73,2.347601534
715/15/2009,15,7,2009,81,73.6,67,74,2.63453061
716/16/2009,16,7,2009,84,78.8,73,79,2.235438349
717/17/2009,17,7,2009,86,76.2,69,76,2.864073871
718/18/2009,18,7,2009,84,76.3,71,76,2.864073871
719/19/2009,19,7,2009,82,74.5,68,75,2.934501917
720/20/2009,20,7,2009,82,74.4,68,74,2.63453061
721/21/2009,21,7,2009,71,67.2,64,67,1.96415995
722/22/2009,22,7,2009,82,73.3,67,73,2.347601534
723/23/2009,23,7,2009,81,71.7,65,72,2.355426872
724/24/2009,24,7,2009,79,71.6,64,72,2.355426872
725/25/2009,25,7,2009,86,75,67,75,2.934501917
726/26/2009,26,7,2009,86,76,72,76,2.864073871
727/27/2009,27,7,2009,85,77.3,72,77,2.864073871
728/28/2009,28,7,2009,86,78.9,74,79,2.235438349
729/29/2009,29,7,2009,82,75.9,73,76,2.864073871
730/30/2009,30,7,2009,87,79.4,73,79,2.235438349
731/31/2009,31,7,2009,88,75.9,69,76,2.864073871
81/01/2009,1,8,2009,83,75.4,69,75,2.934501917
82/02/2009,2,8,2009,77,74.6,73,75,2.934501917
83/03/2009,3,8,2009,84,77.9,72,78,2.154576519
84/04/2009,4,8,2009,85,79.2,73,79,2.235438349
85/05/2009,5,8,2009,88,80.6,76,81,1.833737642
86/06/2009,6,8,2009,79,73,69,73,2.347601534
87/07/2009,7,8,2009,80,74,67,74,2.63453061
88/08/2009,8,8,2009,78,71.7,65,72,2.355426872
89/09/2009,9,8,2009,81,75.9,71,76,2.864073871
810/10/2009,10,8,2009,94,82,72,82,1.301614628
811/11/2009,11,8,2009,87,81.8,77,82,1.301614628
812/12/2009,12,8,2009,80,75.3,72,75,2.934501917
813/13/2009,13,8,2009,74,71.8,70,72,2.355426872
814/14/2009,14,8,2009,84,76.6,69,77,2.864073871
815/15/2009,15,8,2009,88,79.5,73,80,1.737225135
816/16/2009,16,8,2009,91,81.6,75,82,1.301614628
817/17/2009,17,8,2009,92,84.9,78,85,0.581683491
818/18/2009,18,8,2009,90,81.9,73,82,1.301614628
819/19/2009,19,8,2009,90,82.1,75,82,1.301614628
820/20/2009,20,8,2009,88,82.5,76,83,1.379868013
821/21/2009,21,8,2009,90,81.1,75,81,1.833737642
822/22/2009,22,8,2009,85,77.5,72,78,2.154576519
823/23/2009,23,8,2009,84,77.5,75,78,2.154576519
824/24/2009,24,8,2009,83,77.2,72,77,2.864073871
825/25/2009,25,8,2009,86,78,71,78,2.154576519
826/26/2009,26,8,2009,86,80,75,80,1.737225135
827/27/2009,27,8,2009,79,73.4,68,73,2.347601534
828/28/2009,28,8,2009,73,68.3,66,68,1.885906565
829/29/2009,29,8,2009,73,70.6,67,71,1.810261627
830/30/2009,30,8,2009,83,71.9,66,72,2.355426872
831/31/2009,31,8,2009,71,67.1,64,67,1.96415995
91/01/2009,1,9,2009,73,66.9,59,67,1.96415995
92/02/2009,2,9,2009,76,68.6,61,69,1.911991027
93/03/2009,3,9,2009,78,69.8,64,70,1.784177166
94/04/2009,4,9,2009,82,74,65,74,2.63453061
95/05/2009,5,9,2009,83,77.3,72,77,2.864073871
96/06/2009,6,9,2009,73,68.7,65,69,1.911991027
97/07/2009,7,9,2009,71,66.4,62,66,2.050238673
98/08/2009,8,9,2009,74,69.8,65,70,1.784177166
99/09/2009,9,9,2009,76,70.8,66,71,1.810261627
910/10/2009,10,9,2009,69,65.2,61,65,1.857213658
911/11/2009,11,9,2009,68,63.4,57,63,1.844171427
912/12/2009,12,9,2009,68,65.8,64,66,2.050238673
913/13/2009,13,9,2009,81,72.6,67,73,2.347601534
914/14/2009,14,9,2009,79,71.8,65,72,2.355426872
915/15/2009,15,9,2009,80,73.6,68,74,2.63453061
916/16/2009,16,9,2009,71,66.6,63,67,1.96415995
917/17/2009,17,9,2009,65,60.2,57,60,1.658971751
918/18/2009,18,9,2009,77,66.8,59,67,1.96415995
919/19/2009,19,9,2009,71,63.5,56,64,1.538983228
920/20/2009,20,9,2009,73,65.1,57,65,1.857213658
921/21/2009,21,9,2009,75,67.3,62,67,1.96415995
922/22/2009,22,9,2009,75,70.5,67,71,1.810261627
923/23/2009,23,9,2009,81,75.6,69,76,2.864073871
924/24/2009,24,9,2009,81,75.6,70,76,2.864073871
925/25/2009,25,9,2009,68,64.6,59,65,1.857213658
926/26/2009,26,9,2009,64,60.5,56,61,1.888515012
927/27/2009,27,9,2009,70,65,60,65,1.857213658
928/28/2009,28,9,2009,74,65.8,61,66,2.050238673
929/29/2009,29,9,2009,68,63.3,59,63,1.844171427
930/30/2009,30,9,2009,60,57.5,53,58,1.961551504
101/01/2009,1,10,2009,56,53.6,51,54,1.742442027
102/02/2009,2,10,2009,66,58.7,49,59,2.011111981
103/03/2009,3,10,2009,71,67,64,67,1.96415995
104/04/2009,4,10,2009,75,65.6,61,66,2.050238673
105/05/2009,5,10,2009,68,61,55,61,1.888515012
106/06/2009,6,10,2009,67,60.4,54,60,1.658971751
107/07/2009,7,10,2009,71,64.8,59,65,1.857213658
108/08/2009,8,10,2009,64,60,55,60,1.658971751
109/09/2009,9,10,2009,71,65.2,61,65,1.857213658
1010/10/2009,10,10,2009,67,62.7,55,63,1.844171427
1011/11/2009,11,10,2009,64,57.3,51,57,1.505073428
1012/12/2009,12,10,2009,54,50.2,46,50,1.891123458
1013/13/2009,13,10,2009,64,55.7,48,56,1.831129196
1014/14/2009,14,10,2009,53,49.1,44,49,1.669405535
1015/15/2009,15,10,2009,47,43.3,39,43,1.893731904
1016/16/2009,16,10,2009,47,43.8,40,44,2.068497796
1017/17/2009,17,10,2009,50,46.9,44,47,1.977202181
1018/18/2009,18,10,2009,47,44.9,44,45,1.836346089
1019/19/2009,19,10,2009,57,49.3,41,49,1.669405535
1020/20/2009,20,10,2009,68,57.5,47,58,1.961551504
1021/21/2009,21,10,2009,69,60.1,53,60,1.658971751
1022/22/2009,22,10,2009,75,65.1,56,65,1.857213658
1023/23/2009,23,10,2009,65,55.9,52,56,1.831129196
1024/24/2009,24,10,2009,67,63,53,63,1.844171427
1025/25/2009,25,10,2009,65,58.8,53,59,2.011111981
1026/26/2009,26,10,2009,59,54,49,54,1.742442027
1027/27/2009,27,10,2009,57,53.7,50,54,1.742442027
1028/28/2009,28,10,2009,57,54.2,51,54,1.742442027
1029/29/2009,29,10,2009,58,52.5,49,53,1.789394058
1030/30/2009,30,10,2009,59,55.5,52,56,1.831129196
1031/31/2009,31,10,2009,69,63.3,56,63,1.844171427
111/01/2009,1,11,2009,60,54.6,50,55,1.891123458
112/02/2009,2,11,2009,55,51.8,48,52,1.831129196
113/03/2009,3,11,2009,62,52.6,46,53,1.789394058
114/04/2009,4,11,2009,52,48.2,44,48,1.585935258
115/05/2009,5,11,2009,53,48.1,44,48,1.585935258
116/06/2009,6,11,2009,49,44.3,41,44,2.068497796
117/07/2009,7,11,2009,53,46.1,39,46,1.729399797
118/08/2009,8,11,2009,69,56.6,48,57,1.505073428
119/09/2009,9,11,2009,66,57.6,48,58,1.961551504
1110/10/2009,10,11,2009,64,60,56,60,1.658971751
1111/11/2009,11,11,2009,58,54.3,49,54,1.742442027
1112/12/2009,12,11,2009,52,49.9,48,50,1.891123458
1113/13/2009,13,11,2009,55,51.7,49,52,1.831129196
1114/14/2009,14,11,2009,58,54.5,52,55,1.891123458
1115/15/2009,15,11,2009,63,57.1,54,57,1.505073428
1116/16/2009,16,11,2009,58,53.8,49,54,1.742442027
1117/17/2009,17,11,2009,55,49.3,46,49,1.669405535
1118/18/2009,18,11,2009,52,48.1,43,48,1.585935258
1119/19/2009,19,11,2009,61,52.8,48,53,1.789394058
1120/20/2009,20,11,2009,61,57.5,50,58,1.961551504
1121/21/2009,21,11,2009,57,51.1,46,51,1.880689673
1122/22/2009,22,11,2009,55,50,46,50,1.891123458
1123/23/2009,23,11,2009,51,48.1,45,48,1.585935258
1124/24/2009,24,11,2009,56,51.7,49,52,1.831129196
1125/25/2009,25,11,2009,54,51,48,51,1.880689673
1126/26/2009,26,11,2009,54,50.6,48,51,1.880689673
1127/27/2009,27,11,2009,49,46.8,44,47,1.977202181
1128/28/2009,28,11,2009,50,47.8,44,48,1.585935258
1129/29/2009,29,11,2009,58,50.3,42,50,1.891123458
1130/30/2009,30,11,2009,57,51,43,51,1.880689673
121/01/2009,1,12,2009,47,42.9,38,43,1.893731904
122/02/2009,2,12,2009,57,49.6,40,50,1.891123458
123/03/2009,3,12,2009,66,59.1,51,59,2.011111981
124/04/2009,4,12,2009,51,48.7,46,49,1.669405535
125/05/2009,5,12,2009,47,40.1,35,40,1.606802828
126/06/2009,6,12,2009,39,36.9,35,37,1.207710567
127/07/2009,7,12,2009,40,37.7,35,38,1.411169366
128/08/2009,8,12,2009,44,40.2,36,40,1.606802828
129/09/2009,9,12,2009,54,44.9,33,45,1.836346089
1210/10/2009,10,12,2009,46,38.2,28,38,1.411169366
1211/11/2009,11,12,2009,31,26.8,22,27,0.542556799
1212/12/2009,12,12,2009,37,32.8,27,33,0.850353444
1213/13/2009,13,12,2009,52,43.2,34,43,1.893731904
1214/14/2009,14,12,2009,46,44,42,44,2.068497796
1215/15/2009,15,12,2009,51,46.6,43,47,1.977202181
1216/16/2009,16,12,2009,42,34.2,29,34,1.064246029
1217/17/2009,17,12,2009,31,28,22,28,0.344314892
1218/18/2009,18,12,2009,30,24.4,17,24,0.151289877
1219/19/2009,19,12,2009,30,26.7,23,27,0.542556799
1220/20/2009,20,12,2009,34,27.9,23,28,0.344314892
1221/21/2009,21,12,2009,37,33,30,33,0.850353444
1222/22/2009,22,12,2009,37,32,25,32,0.626027076
1223/23/2009,23,12,2009,31,26.4,22,26,0.375616245
1224/24/2009,24,12,2009,39,32.7,26,33,0.850353444
1225/25/2009,25,12,2009,38,36.2,34,36,0.774708506
1226/26/2009,26,12,2009,52,42.7,38,43,1.893731904
1227/27/2009,27,12,2009,55,48.7,40,49,1.669405535
1228/28/2009,28,12,2009,41,36.2,30,36,0.774708506
1229/29/2009,29,12,2009,31,22.9,17,23,0.143464538
1230/30/2009,30,12,2009,32,27,20,27,0.542556799
1231/31/2009,31,12,2009,34,32.4,30,32,0.626027076
11/01/2010,1,1,2010,39,35.5,33,36,0.774708506
12/02/2010,2,1,2010,32,25.3,18,25,0.172157446
13/03/2010,3,1,2010,23,20.7,18,21,0.104337846
14/04/2010,4,1,2010,31,24.7,21,25,0.172157446
15/05/2010,5,1,2010,31,26.4,22,26,0.375616245
16/06/2010,6,1,2010,34,29.9,27,30,0.506038553
17/07/2010,7,1,2010,38,33.5,30,34,1.064246029
18/08/2010,8,1,2010,34,30.6,24,31,0.646894645
19/09/2010,9,1,2010,31,24.7,19,25,0.172157446
110/10/2010,10,1,2010,29,22.6,16,23,0.143464538
111/11/2010,11,1,2010,32,28.1,23,28,0.344314892
112/12/2010,12,1,2010,36,30.4,26,30,0.506038553
113/13/2010,13,1,2010,36,30.3,25,30,0.506038553
114/14/2010,14,1,2010,41,36,32,36,0.774708506
115/15/2010,15,1,2010,50,41.8,36,42,1.434645382
116/16/2010,16,1,2010,49,43.6,39,44,2.068497796
117/17/2010,17,1,2010,39,36.6,35,37,1.207710567
118/18/2010,18,1,2010,47,40.8,36,41,1.640712627
119/19/2010,19,1,2010,48,43,40,43,1.893731904
120/20/2010,20,1,2010,41,38,36,38,1.411169366
121/21/2010,21,1,2010,42,36.8,33,37,1.207710567
122/22/2010,22,1,2010,43,37.5,34,38,1.411169366
123/23/2010,23,1,2010,40,34.4,29,34,1.064246029
124/24/2010,24,1,2010,48,37.2,34,37,1.207710567
125/25/2010,25,1,2010,55,52.3,47,52,1.831129196
126/26/2010,26,1,2010,46,40.4,36,40,1.606802828
127/27/2010,27,1,2010,39,35.5,32,36,0.774708506
128/28/2010,28,1,2010,43,33.9,21,34,1.064246029
129/29/2010,29,1,2010,24,20.4,18,20,0.028692908
130/30/2010,30,1,2010,20,17.7,14,18,0.036518246
131/31/2010,31,1,2010,31,23.7,16,24,0.151289877
21/01/2010,1,2,2010,36,31.3,27,31,0.646894645
22/02/2010,2,2,2010,34,31,28,31,0.646894645
23/03/2010,3,2,2010,38,32.3,28,32,0.626027076
24/04/2010,4,2,2010,37,33.4,29,33,0.850353444
25/05/2010,5,2,2010,37,33.8,31,34,1.064246029
26/06/2010,6,2,2010,33,27.6,22,28,0.344314892
27/07/2010,7,2,2010,34,25.3,18,25,0.172157446
28/08/2010,8,2,2010,38,30.4,24,30,0.506038553
29/09/2010,9,2,2010,42,35.4,30,35,1.152933198
210/10/2010,10,2,2010,34,31.8,30,32,0.626027076
211/11/2010,11,2,2010,36,32.4,28,32,0.626027076
212/12/2010,12,2,2010,38,31.9,28,32,0.626027076
213/13/2010,13,2,2010,33,29.3,26,29,0.31823043
214/14/2010,14,2,2010,40,34,29,34,1.064246029
215/15/2010,15,2,2010,40,34.3,30,34,1.064246029
216/16/2010,16,2,2010,32,31.4,30,31,0.646894645
217/17/2010,17,2,2010,34,31.3,28,31,0.646894645
218/18/2010,18,2,2010,40,36,32,36,0.774708506
219/19/2010,19,2,2010,43,39.4,36,39,1.351175105
220/20/2010,20,2,2010,44,39.9,36,40,1.606802828
221/21/2010,21,2,2010,46,39.8,36,40,1.606802828
222/22/2010,22,2,2010,43,37.5,30,38,1.411169366
223/23/2010,23,2,2010,38,36.2,35,36,0.774708506
224/24/2010,24,2,2010,39,36.4,35,36,0.774708506
225/25/2010,25,2,2010,36,33.2,29,33,0.850353444
226/26/2010,26,2,2010,36,31.3,27,31,0.646894645
227/27/2010,27,2,2010,39,35.7,30,36,0.774708506
228/28/2010,28,2,2010,40,37.5,34,38,1.411169366
31/01/2010,1,3,2010,48,42,37,42,1.434645382
32/02/2010,2,3,2010,46,41.2,37,41,1.640712627
33/03/2010,3,3,2010,43,38.6,35,39,1.351175105
34/04/2010,4,3,2010,46,40.8,36,41,1.640712627
35/05/2010,5,3,2010,46,40,36,40,1.606802828
36/06/2010,6,3,2010,54,43.3,34,43,1.893731904
37/07/2010,7,3,2010,55,48.2,39,48,1.585935258
38/08/2010,8,3,2010,59,50.9,42,51,1.880689673
39/09/2010,9,3,2010,59,51.9,45,52,1.831129196
310/10/2010,10,3,2010,54,46.3,39,46,1.729399797
311/11/2010,11,3,2010,46,43.3,41,43,1.893731904
312/12/2010,12,3,2010,44,42.4,40,42,1.434645382
313/13/2010,13,3,2010,46,42.7,39,43,1.893731904
314/14/2010,14,3,2010,49,46.1,43,46,1.729399797
315/15/2010,15,3,2010,48,44.6,43,45,1.836346089
316/16/2010,16,3,2010,61,51,42,51,1.880689673
317/17/2010,17,3,2010,66,53.3,41,53,1.789394058
318/18/2010,18,3,2010,68,56.8,49,57,1.505073428
319/19/2010,19,3,2010,71,58,45,58,1.961551504
320/20/2010,20,3,2010,73,62.8,54,63,1.844171427
321/21/2010,21,3,2010,57,51.8,48,52,1.831129196
322/22/2010,22,3,2010,59,50.6,46,51,1.880689673
323/23/2010,23,3,2010,54,49.8,48,50,1.891123458
324/24/2010,24,3,2010,59,50.8,45,51,1.880689673
325/25/2010,25,3,2010,60,54.1,46,54,1.742442027
326/26/2010,26,3,2010,52,43.6,36,44,2.068497796
327/27/2010,27,3,2010,41,35.1,30,35,1.152933198
328/28/2010,28,3,2010,50,43.4,37,43,1.893731904
329/29/2010,29,3,2010,54,51.5,50,52,1.831129196
330/30/2010,30,3,2010,54,45.6,43,46,1.729399797
331/31/2010,31,3,2010,56,51.6,46,52,1.831129196
41/01/2010,1,4,2010,70,54.7,48,55,1.891123458
42/02/2010,2,4,2010,66,55,46,55,1.891123458
43/03/2010,3,4,2010,62,52,48,52,1.831129196
44/04/2010,4,4,2010,75,58.4,48,58,1.961551504
45/05/2010,5,4,2010,71,62.8,53,63,1.844171427
46/06/2010,6,4,2010,76,61.5,55,62,1.825912304
47/07/2010,7,4,2010,91,73.9,52,74,2.63453061
48/08/2010,8,4,2010,76,67.5,58,68,1.885906565
49/09/2010,9,4,2010,65,56.9,50,57,1.505073428
410/10/2010,10,4,2010,63,52.3,44,52,1.831129196
411/11/2010,11,4,2010,75,63.5,55,64,1.538983228
412/12/2010,12,4,2010,65,58.7,51,59,2.011111981
413/13/2010,13,4,2010,57,53.1,51,53,1.789394058
414/14/2010,14,4,2010,66,56.8,48,57,1.505073428
415/15/2010,15,4,2010,70,60.2,52,60,1.658971751
416/16/2010,16,4,2010,55,50.6,46,51,1.880689673
417/17/2010,17,4,2010,53,48.2,46,48,1.585935258
418/18/2010,18,4,2010,55,50.2,44,50,1.891123458
419/19/2010,19,4,2010,60,55.1,49,55,1.891123458
420/20/2010,20,4,2010,69,59.6,51,60,1.658971751
421/21/2010,21,4,2010,69,60,55,60,1.658971751
422/22/2010,22,4,2010,70,60.6,53,61,1.888515012
423/23/2010,23,4,2010,67,57.2,47,57,1.505073428
424/24/2010,24,4,2010,67,58,51,58,1.961551504
425/25/2010,25,4,2010,56,49.5,46,50,1.891123458
426/26/2010,26,4,2010,54,51.3,48,51,1.880689673
427/27/2010,27,4,2010,58,51,44,51,1.880689673
428/28/2010,28,4,2010,57,50.1,42,50,1.891123458
429/29/2010,29,4,2010,70,59.2,49,59,2.011111981
430/30/2010,30,4,2010,78,66.7,58,67,1.96415995
51/01/2010,1,5,2010,83,69.6,61,70,1.784177166
52/02/2010,2,5,2010,89,77.8,65,78,2.154576519
53/03/2010,3,5,2010,81,73,68,73,2.347601534
54/04/2010,4,5,2010,82,71.9,65,72,2.355426872
55/05/2010,5,5,2010,78,69.4,61,69,1.911991027
56/06/2010,6,5,2010,79,67.3,57,67,1.96415995
57/07/2010,7,5,2010,72,61.6,54,62,1.825912304
58/08/2010,8,5,2010,77,62.7,52,63,1.844171427
59/09/2010,9,5,2010,54,49.5,46,50,1.891123458
510/10/2010,10,5,2010,60,51.9,44,52,1.831129196
511/11/2010,11,5,2010,57,52,48,52,1.831129196
512/12/2010,12,5,2010,50,47.7,46,48,1.585935258
513/13/2010,13,5,2010,69,56.5,47,57,1.505073428
514/14/2010,14,5,2010,82,68,57,68,1.885906565
515/15/2010,15,5,2010,73,67.5,62,68,1.885906565
516/16/2010,16,5,2010,72,63.9,56,64,1.538983228
517/17/2010,17,5,2010,74,66,56,66,2.050238673
518/18/2010,18,5,2010,63,54.3,51,54,1.742442027
519/19/2010,19,5,2010,64,57.5,52,58,1.961551504
520/20/2010,20,5,2010,82,68.8,57,69,1.911991027
521/21/2010,21,5,2010,83,72.7,62,73,2.347601534
522/22/2010,22,5,2010,73,63.5,57,64,1.538983228
523/23/2010,23,5,2010,65,60.3,57,60,1.658971751
524/24/2010,24,5,2010,74,64.8,57,65,1.857213658
525/25/2010,25,5,2010,81,71.1,61,71,1.810261627
526/26/2010,26,5,2010,93,80.8,67,81,1.833737642
527/27/2010,27,5,2010,83,69.3,60,69,1.911991027
528/28/2010,28,5,2010,70,64.5,60,65,1.857213658
529/29/2010,29,5,2010,76,69.8,63,70,1.784177166
530/30/2010,30,5,2010,84,77.7,68,78,2.154576519
